EmployeeNumber,Department,JobRole,Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition_Actual,Attrition_Prob,Risk_Score,Risk_Tier,salary_band
549,Research & Development,Manager,60,Female,19566,29,No,1,1,No,0.13184799,13.2,🟢 Low,> $10K
903,Sales,Sales Executive,47,Female,4537,7,Yes,4,3,No,0.13130476,13.1,🟢 Low,$3K-$6K
1766,Research & Development,Healthcare Representative,38,Male,5811,1,Yes,4,3,No,0.12972644,13.0,🟢 Low,$3K-$6K
1377,Research & Development,Laboratory Technician,34,Male,5429,8,No,3,3,No,0.12921554,12.9,🟢 Low,$3K-$6K
899,Research & Development,Manufacturing Director,35,Male,10903,13,No,2,3,No,0.12886325,12.9,🟢 Low,> $10K
789,Sales,Sales Executive,36,Male,7587,10,No,1,3,No,0.12792657,12.8,🟢 Low,$6K-$10K
230,Sales,Sales Executive,38,Female,8686,8,No,4,4,No,0.12764369,12.8,🟢 Low,$6K-$10K
1399,Sales,Sales Executive,25,Male,6232,3,No,3,2,No,0.12668939,12.7,🟢 Low,$6K-$10K
1395,Sales,Sales Executive,33,Male,9998,5,No,4,4,No,0.12660809,12.7,🟢 Low,$6K-$10K
1402,Research & Development,Research Scientist,43,Female,4081,20,Yes,3,1,No,0.12611216,12.6,🟢 Low,$3K-$6K
1997,Research & Development,Manufacturing Director,38,Male,5321,8,No,3,3,No,0.1253417,12.5,🟢 Low,$3K-$6K
1148,Research & Development,Laboratory Technician,42,Male,4272,1,No,4,3,No,0.12516484,12.5,🟢 Low,$3K-$6K
1619,Research & Development,Laboratory Technician,27,Male,4066,7,No,1,3,No,0.12507507,12.5,🟢 Low,$3K-$6K
632,Sales,Sales Representative,24,Male,2400,2,No,4,3,No,0.1248542,12.5,🟢 Low,< $3K
738,Sales,Sales Representative,50,Male,3875,2,No,2,3,No,0.12458265,12.5,🟢 Low,$3K-$6K
1389,Research & Development,Manufacturing Director,31,Male,6179,10,Yes,3,2,Yes,0.12449881,12.4,🟢 Low,$6K-$10K
1202,Research & Development,Research Scientist,29,Female,2168,5,Yes,4,2,No,0.123657085,12.4,🟢 Low,< $3K
70,Research & Development,Healthcare Representative,35,Male,9884,4,Yes,1,3,No,0.1227022,12.3,🟢 Low,$6K-$10K
1507,Sales,Sales Executive,28,Male,4898,4,No,1,3,No,0.12220633,12.2,🟢 Low,$3K-$6K
446,Sales,Sales Executive,33,Male,4682,7,No,4,2,No,0.12130697,12.1,🟢 Low,$3K-$6K
764,Research & Development,Healthcare Representative,27,Female,6811,7,No,1,1,No,0.12123922,12.1,🟢 Low,$6K-$10K
16,Research & Development,Research Scientist,31,Male,2911,5,No,3,2,No,0.12093616,12.1,🟢 Low,< $3K
689,Research & Development,Manufacturing Director,37,Male,9434,10,No,3,3,No,0.1199917,12.0,🟢 Low,$6K-$10K
1779,Sales,Sales Executive,34,Female,6029,2,No,4,3,No,0.11987381,12.0,🟢 Low,$6K-$10K
134,Research & Development,Research Scientist,32,Male,2956,1,No,1,3,No,0.119447134,11.9,🟢 Low,< $3K
1307,Research & Development,Manager,39,Female,17123,19,Yes,2,3,No,0.11932149,11.9,🟢 Low,> $10K
784,Research & Development,Research Scientist,23,Male,3505,2,No,3,3,No,0.11910891,11.9,🟢 Low,$3K-$6K
1694,Research & Development,Research Scientist,55,Male,3537,4,No,2,3,No,0.11837808,11.8,🟢 Low,$3K-$6K
662,Research & Development,Research Scientist,38,Female,2619,0,No,1,2,No,0.118365385,11.8,🟢 Low,< $3K
1364,Sales,Sales Representative,27,Female,2534,1,No,4,3,No,0.117793225,11.8,🟢 Low,< $3K
10,Research & Development,Laboratory Technician,59,Female,2670,1,Yes,1,2,No,0.11657383,11.7,🟢 Low,< $3K
604,Sales,Sales Executive,31,Male,6582,6,Yes,4,4,No,0.11641002,11.6,🟢 Low,$6K-$10K
728,Sales,Sales Executive,47,Male,4960,7,No,1,3,No,0.11573676,11.6,🟢 Low,$3K-$6K
1180,Research & Development,Research Scientist,40,Female,4422,1,Yes,4,1,No,0.115725994,11.6,🟢 Low,$3K-$6K
1529,Research & Development,Healthcare Representative,35,Female,8606,11,No,2,1,No,0.11561103,11.6,🟢 Low,$6K-$10K
1539,Research & Development,Research Director,50,Male,14411,32,Yes,4,3,No,0.1151837,11.5,🟢 Low,> $10K
799,Research & Development,Manufacturing Director,54,Female,5485,5,Yes,1,3,No,0.11414076,11.4,🟢 Low,$3K-$6K
35,Sales,Sales Executive,42,Male,6825,9,No,2,3,No,0.11348873,11.3,🟢 Low,$6K-$10K
1043,Research & Development,Manufacturing Director,39,Female,10880,21,Yes,1,3,No,0.11267799,11.3,🟢 Low,> $10K
498,Sales,Sales Executive,28,Male,5253,7,No,4,3,No,0.11251146,11.3,🟢 Low,$3K-$6K
641,Sales,Sales Executive,26,Male,6272,5,No,2,4,No,0.11231077,11.2,🟢 Low,$6K-$10K
1924,Sales,Sales Executive,33,Male,5487,10,No,3,2,No,0.11230061,11.2,🟢 Low,$3K-$6K
1885,Research & Development,Research Scientist,37,Male,4284,5,Yes,1,3,No,0.11225801,11.2,🟢 Low,$3K-$6K
110,Research & Development,Manufacturing Director,34,Male,4325,5,No,2,3,No,0.112129666,11.2,🟢 Low,$3K-$6K
1833,Sales,Sales Executive,31,Female,9637,3,No,1,3,No,0.11139702,11.1,🟢 Low,$6K-$10K
1356,Sales,Sales Executive,34,Female,6125,10,No,1,4,No,0.111323565,11.1,🟢 Low,$6K-$10K
286,Research & Development,Laboratory Technician,36,Female,2153,8,No,4,3,No,0.11108237,11.1,🟢 Low,< $3K
1113,Sales,Sales Executive,50,Male,4728,0,Yes,3,3,Yes,0.11089339,11.1,🟢 Low,$3K-$6K
772,Research & Development,Laboratory Technician,32,Male,5309,10,No,4,3,No,0.110881425,11.1,🟢 Low,$3K-$6K
281,Research & Development,Laboratory Technician,40,Male,2741,7,Yes,4,4,No,0.11059576,11.1,🟢 Low,< $3K
1533,Research & Development,Laboratory Technician,23,Male,2272,4,No,3,3,No,0.110450774,11.0,🟢 Low,< $3K
1710,Sales,Sales Representative,36,Female,4502,13,No,4,2,No,0.11020908,11.0,🟢 Low,$3K-$6K
916,Sales,Sales Executive,28,Male,4908,4,No,4,3,No,0.10934927,10.9,🟢 Low,$3K-$6K
1682,Research & Development,Healthcare Representative,36,Male,5347,3,No,3,2,No,0.10921497,10.9,🟢 Low,$3K-$6K
2068,Research & Development,Laboratory Technician,34,Male,4404,4,No,3,4,No,0.10910825,10.9,🟢 Low,$3K-$6K
1081,Research & Development,Research Scientist,51,Male,2461,10,Yes,3,4,Yes,0.10903578,10.9,🟢 Low,< $3K
1251,Research & Development,Healthcare Representative,31,Male,6833,6,Yes,1,2,No,0.108778216,10.9,🟢 Low,$6K-$10K
912,Research & Development,Laboratory Technician,29,Female,2532,4,No,4,3,No,0.108547084,10.9,🟢 Low,< $3K
1704,Research & Development,Research Scientist,35,Male,4930,5,Yes,4,4,No,0.10818921,10.8,🟢 Low,$3K-$6K
351,Research & Development,Laboratory Technician,42,Female,2593,9,Yes,1,3,No,0.108007476,10.8,🟢 Low,< $3K
1239,Sales,Sales Executive,40,Female,6852,5,No,2,4,No,0.10797341,10.8,🟢 Low,$6K-$10K
1301,Research & Development,Research Scientist,28,Male,2080,3,No,1,2,No,0.10790213,10.8,🟢 Low,< $3K
1850,Research & Development,Laboratory Technician,27,Female,2379,5,Yes,4,2,No,0.10731636,10.7,🟢 Low,< $3K
525,Research & Development,Laboratory Technician,43,Male,2258,3,No,4,3,No,0.10708258,10.7,🟢 Low,< $3K
679,Research & Development,Research Scientist,32,Female,6322,6,Yes,4,2,No,0.107009865,10.7,🟢 Low,$6K-$10K
1932,Research & Development,Research Scientist,34,Male,5747,15,Yes,4,3,No,0.10667545,10.7,🟢 Low,$3K-$6K
518,Research & Development,Manufacturing Director,37,Male,4197,1,Yes,2,2,No,0.10644053,10.6,🟢 Low,$3K-$6K
532,Sales,Sales Executive,56,Female,13212,7,No,1,2,No,0.10631243,10.6,🟢 Low,> $10K
805,Sales,Sales Representative,35,Female,2572,3,No,4,2,No,0.10627225,10.6,🟢 Low,< $3K
1298,Research & Development,Manufacturing Director,30,Female,4695,8,Yes,3,3,No,0.105197944,10.5,🟢 Low,$3K-$6K
366,Sales,Sales Executive,29,Male,6644,0,No,2,3,No,0.10514529,10.5,🟢 Low,$6K-$10K
1975,Sales,Sales Executive,39,Male,13341,20,No,1,3,No,0.10443644,10.4,🟢 Low,> $10K
1563,Human Resources,Human Resources,38,Male,6077,6,No,3,3,No,0.104134895,10.4,🟢 Low,$6K-$10K
1683,Human Resources,Human Resources,44,Female,3195,2,Yes,4,3,No,0.10369346,10.4,🟢 Low,$3K-$6K
803,Research & Development,Manufacturing Director,38,Female,5980,15,Yes,1,3,No,0.10355738,10.4,🟢 Low,$3K-$6K
1195,Research & Development,Research Scientist,45,Female,4477,3,Yes,3,2,No,0.1034909,10.3,🟢 Low,$3K-$6K
1945,Sales,Sales Executive,35,Male,5561,5,No,1,1,No,0.10340219,10.3,🟢 Low,$3K-$6K
396,Research & Development,Research Director,49,Female,18665,3,Yes,1,3,No,0.10309597,10.3,🟢 Low,> $10K
436,Sales,Sales Executive,32,Female,5228,13,Yes,2,3,No,0.10305442,10.3,🟢 Low,$3K-$6K
878,Human Resources,Human Resources,36,Male,2342,5,No,1,3,No,0.102770865,10.3,🟢 Low,< $3K
1475,Research & Development,Research Scientist,44,Male,3420,5,No,2,2,No,0.10240151,10.2,🟢 Low,$3K-$6K
699,Research & Development,Manufacturing Director,36,Male,8847,3,Yes,2,3,No,0.10214916,10.2,🟢 Low,$6K-$10K
800,Sales,Sales Executive,27,Male,4342,4,No,4,3,No,0.10214532,10.2,🟢 Low,$3K-$6K
194,Research & Development,Research Scientist,30,Female,2632,5,No,3,2,No,0.10147298,10.1,🟢 Low,< $3K
85,Research & Development,Manufacturing Director,36,Male,6499,6,No,2,3,No,0.10134599,10.1,🟢 Low,$6K-$10K
1548,Sales,Sales Executive,40,Male,5473,8,No,1,4,No,0.10116935,10.1,🟢 Low,$3K-$6K
1138,Sales,Sales Executive,49,Male,13120,9,No,2,3,No,0.10094351,10.1,🟢 Low,> $10K
1445,Sales,Sales Executive,24,Female,4162,5,Yes,3,3,No,0.1005718,10.1,🟢 Low,$3K-$6K
802,Research & Development,Research Scientist,37,Female,2782,5,Yes,1,2,No,0.100536615,10.1,🟢 Low,< $3K
864,Sales,Sales Executive,45,Male,10761,5,Yes,1,3,No,0.100376,10.0,🟢 Low,> $10K
1119,Sales,Sales Executive,38,Male,8740,8,Yes,3,3,No,0.09946536,9.9,🟢 Low,$6K-$10K
159,Research & Development,Research Scientist,30,Male,2613,10,No,3,2,No,0.09939571,9.9,🟢 Low,< $3K
1513,Research & Development,Laboratory Technician,29,Female,3180,3,No,2,3,No,0.09920862,9.9,🟢 Low,$3K-$6K
1760,Research & Development,Laboratory Technician,38,Female,2468,6,No,2,2,No,0.09905424,9.9,🟢 Low,< $3K
91,Sales,Sales Executive,59,Female,5473,4,No,3,2,No,0.099027745,9.9,🟢 Low,$3K-$6K
941,Sales,Sales Representative,31,Male,2329,7,No,3,4,No,0.09881965,9.9,🟢 Low,< $3K
1118,Research & Development,Healthcare Representative,52,Male,10445,8,No,2,3,No,0.098656945,9.9,🟢 Low,> $10K
363,Sales,Manager,46,Female,16872,7,Yes,2,2,No,0.09862466,9.9,🟢 Low,> $10K
889,Sales,Sales Executive,32,Male,6524,10,No,2,3,No,0.09858333,9.9,🟢 Low,$6K-$10K
1594,Research & Development,Laboratory Technician,36,Male,5562,3,Yes,1,3,No,0.0983848,9.8,🟢 Low,$3K-$6K
260,Research & Development,Research Scientist,27,Female,2279,7,No,2,2,No,0.09837287,9.8,🟢 Low,< $3K
930,Research & Development,Research Scientist,28,Female,2377,2,No,3,3,No,0.09829267,9.8,🟢 Low,< $3K
577,Research & Development,Laboratory Technician,35,Male,4230,5,No,3,3,No,0.09804168,9.8,🟢 Low,$3K-$6K
79,Research & Development,Laboratory Technician,38,Female,2406,10,No,4,3,No,0.09801506,9.8,🟢 Low,< $3K
704,Research & Development,Laboratory Technician,35,Male,1281,1,No,3,3,No,0.09783995,9.8,🟢 Low,< $3K
585,Sales,Sales Representative,30,Male,2983,3,No,2,3,No,0.09766204,9.8,🟢 Low,< $3K
2031,Research & Development,Manager,42,Male,18880,22,No,3,2,No,0.097633444,9.8,🟢 Low,> $10K
1583,Sales,Sales Executive,38,Female,4198,3,No,2,4,No,0.09733785,9.7,🟢 Low,$3K-$6K
1132,Research & Development,Laboratory Technician,39,Male,6782,5,No,2,2,No,0.09701618,9.7,🟢 Low,$6K-$10K
1768,Research & Development,Laboratory Technician,42,Male,2766,5,No,2,2,No,0.09685158,9.7,🟢 Low,< $3K
486,Research & Development,Laboratory Technician,37,Female,3452,5,No,1,3,No,0.096464865,9.6,🟢 Low,$3K-$6K
321,Human Resources,Human Resources,59,Male,2267,2,No,3,2,No,0.09624415,9.6,🟢 Low,< $3K
407,Research & Development,Laboratory Technician,36,Male,3688,1,No,4,3,No,0.09595388,9.6,🟢 Low,$3K-$6K
330,Sales,Sales Representative,32,Female,3931,4,No,2,3,No,0.095493786,9.5,🟢 Low,$3K-$6K
733,Research & Development,Manufacturing Director,27,Male,8793,9,No,1,2,No,0.09501137,9.5,🟢 Low,$6K-$10K
510,Research & Development,Research Scientist,26,Male,3102,6,No,1,3,Yes,0.09491013,9.5,🟢 Low,$3K-$6K
331,Research & Development,Laboratory Technician,32,Male,3730,3,Yes,3,1,Yes,0.09429258,9.4,🟢 Low,$3K-$6K
221,Research & Development,Research Scientist,28,Male,2713,5,No,4,1,No,0.09422187,9.4,🟢 Low,< $3K
1640,Research & Development,Research Scientist,37,Female,3936,8,No,2,1,No,0.09414315,9.4,🟢 Low,$3K-$6K
200,Research & Development,Laboratory Technician,41,Male,2238,5,No,1,3,No,0.09390233,9.4,🟢 Low,< $3K
1813,Research & Development,Research Scientist,43,Male,2438,3,No,3,2,No,0.09389553,9.4,🟢 Low,< $3K
215,Sales,Sales Executive,40,Male,10855,12,No,4,2,No,0.09379722,9.4,🟢 Low,> $10K
1281,Sales,Sales Executive,34,Female,4538,3,Yes,1,3,No,0.09372986,9.4,🟢 Low,$3K-$6K
1674,Research & Development,Laboratory Technician,49,Female,2587,2,Yes,1,2,No,0.09351352,9.4,🟢 Low,< $3K
497,Research & Development,Laboratory Technician,27,Male,3816,5,No,2,3,No,0.09344664,9.3,🟢 Low,$3K-$6K
1485,Research & Development,Research Director,34,Male,17007,14,No,1,2,No,0.093064934,9.3,🟢 Low,> $10K
314,Sales,Sales Executive,35,Female,8789,10,No,3,4,No,0.09286409,9.3,🟢 Low,$6K-$10K
534,Sales,Sales Executive,41,Male,8392,10,No,1,3,No,0.0924027,9.2,🟢 Low,$6K-$10K
2041,Sales,Sales Executive,38,Female,5343,10,No,4,3,No,0.09225175,9.2,🟢 Low,$3K-$6K
1482,Research & Development,Research Scientist,30,Male,1274,1,No,3,2,No,0.09209103,9.2,🟢 Low,< $3K
1882,Sales,Sales Executive,34,Male,9713,5,Yes,4,3,No,0.09164248,9.2,🟢 Low,$6K-$10K
1790,Research & Development,Healthcare Representative,36,Male,8321,12,Yes,1,3,No,0.09148086,9.1,🟢 Low,$6K-$10K
1218,Sales,Sales Executive,35,Male,8966,7,Yes,1,3,No,0.091439486,9.1,🟢 Low,$6K-$10K
645,Sales,Sales Representative,25,Male,2096,7,No,3,3,No,0.09138824,9.1,🟢 Low,< $3K
2019,Sales,Sales Representative,52,Male,3482,9,No,4,2,No,0.091196805,9.1,🟢 Low,$3K-$6K
762,Research & Development,Healthcare Representative,56,Male,11103,10,No,4,2,No,0.09097364,9.1,🟢 Low,> $10K
573,Sales,Sales Executive,60,Female,10266,18,No,1,4,No,0.09092592,9.1,🟢 Low,> $10K
1929,Sales,Sales Executive,39,Female,5736,3,No,3,3,No,0.09037832,9.0,🟢 Low,$3K-$6K
53,Research & Development,Laboratory Technician,35,Male,1951,1,No,4,3,No,0.09033019,9.0,🟢 Low,< $3K
1557,Sales,Sales Executive,48,Female,6439,8,No,3,3,No,0.09017919,9.0,🟢 Low,$6K-$10K
1837,Research & Development,Research Director,58,Male,15787,2,Yes,3,3,No,0.089787155,9.0,🟢 Low,> $10K
1642,Human Resources,Human Resources,44,Male,5743,10,Yes,4,3,No,0.08962827,9.0,🟢 Low,$3K-$6K
781,Sales,Sales Executive,25,Female,6180,6,No,4,2,No,0.08955182,9.0,🟢 Low,$6K-$10K
416,Sales,Sales Executive,31,Male,6929,8,No,4,2,No,0.08920973,8.9,🟢 Low,$6K-$10K
1568,Sales,Sales Executive,30,Male,9250,4,No,2,3,No,0.08883912,8.9,🟢 Low,$6K-$10K
1609,Research & Development,Research Scientist,30,Male,2141,6,No,2,2,No,0.08879307,8.9,🟢 Low,< $3K
73,Research & Development,Research Director,33,Female,13458,15,Yes,4,3,No,0.088764004,8.9,🟢 Low,> $10K
305,Research & Development,Research Scientist,33,Female,2622,3,No,2,3,No,0.08857335,8.9,🟢 Low,< $3K
1698,Research & Development,Laboratory Technician,33,Male,2028,14,No,2,3,No,0.088474646,8.8,🟢 Low,< $3K
78,Research & Development,Manufacturing Director,32,Male,6162,9,Yes,4,3,No,0.088433385,8.8,🟢 Low,$6K-$10K
1011,Research & Development,Manufacturing Director,31,Female,4148,4,No,1,3,No,0.086884834,8.7,🟢 Low,$3K-$6K
106,Sales,Sales Executive,55,Male,10239,1,No,4,3,No,0.08614586,8.6,🟢 Low,> $10K
1951,Sales,Sales Executive,34,Male,8628,8,No,3,2,No,0.086051576,8.6,🟢 Low,$6K-$10K
868,Sales,Sales Executive,37,Male,6334,1,No,3,3,No,0.086042725,8.6,🟢 Low,$6K-$10K
329,Sales,Manager,52,Male,19068,33,Yes,3,4,No,0.08572357,8.6,🟢 Low,> $10K
1428,Sales,Sales Executive,30,Female,4779,3,No,1,3,No,0.085419014,8.5,🟢 Low,$3K-$6K
1591,Sales,Manager,50,Male,19331,1,Yes,3,3,No,0.08516694,8.5,🟢 Low,> $10K
1220,Sales,Sales Executive,33,Female,4539,10,No,3,2,No,0.085093275,8.5,🟢 Low,$3K-$6K
1336,Research & Development,Manager,55,Female,19187,19,No,3,3,No,0.084794186,8.5,🟢 Low,> $10K
246,Research & Development,Research Scientist,31,Female,3929,4,Yes,4,3,No,0.084391356,8.4,🟢 Low,$3K-$6K
1032,Research & Development,Manufacturing Director,59,Female,13726,5,Yes,4,3,No,0.08419989,8.4,🟢 Low,> $10K
1936,Research & Development,Manufacturing Director,39,Male,5151,10,No,1,3,No,0.08414321,8.4,🟢 Low,$3K-$6K
2065,Sales,Sales Executive,49,Male,5390,9,No,2,2,No,0.08412284,8.4,🟢 Low,$3K-$6K
238,Research & Development,Laboratory Technician,36,Male,2088,8,No,2,2,No,0.08393575,8.4,🟢 Low,< $3K
442,Research & Development,Manufacturing Director,31,Female,8943,10,No,3,3,No,0.083445586,8.3,🟢 Low,$6K-$10K
793,Research & Development,Healthcare Representative,29,Female,4335,8,No,3,2,No,0.083264366,8.3,🟢 Low,$3K-$6K
1576,Research & Development,Research Scientist,48,Female,2367,8,No,1,2,No,0.08290067,8.3,🟢 Low,< $3K
1211,Sales,Sales Executive,30,Male,4115,4,No,1,3,No,0.082585365,8.3,🟢 Low,$3K-$6K
1669,Sales,Sales Executive,29,Male,4187,10,Yes,2,2,No,0.08239271,8.2,🟢 Low,$3K-$6K
484,Sales,Sales Representative,21,Male,2610,3,No,4,2,No,0.082261235,8.2,🟢 Low,< $3K
852,Research & Development,Healthcare Representative,44,Male,5933,5,No,2,2,No,0.082248434,8.2,🟢 Low,$3K-$6K
957,Research & Development,Laboratory Technician,41,Male,4721,18,Yes,1,3,No,0.08213107,8.2,🟢 Low,$3K-$6K
347,Research & Development,Research Scientist,42,Female,6545,3,Yes,1,3,No,0.08211682,8.2,🟢 Low,$6K-$10K
88,Research & Development,Research Scientist,35,Male,2194,3,No,1,2,No,0.081908114,8.2,🟢 Low,< $3K
897,Sales,Sales Executive,53,Male,11836,2,No,4,3,No,0.08172793,8.2,🟢 Low,> $10K
961,Research & Development,Healthcare Representative,31,Female,5855,9,Yes,4,1,No,0.081715494,8.2,🟢 Low,$3K-$6K
162,Research & Development,Research Director,51,Male,19537,20,No,3,3,No,0.08161356,8.2,🟢 Low,> $10K
1835,Sales,Sales Representative,38,Female,5405,4,Yes,4,2,No,0.08143092,8.1,🟢 Low,$3K-$6K
439,Research & Development,Research Scientist,32,Female,5055,7,No,4,2,No,0.08133364,8.1,🟢 Low,$3K-$6K
747,Sales,Sales Executive,30,Male,5304,8,No,4,2,No,0.08108046,8.1,🟢 Low,$3K-$6K
1971,Research & Development,Healthcare Representative,43,Male,7510,10,No,3,3,No,0.08077053,8.1,🟢 Low,$6K-$10K
204,Sales,Sales Executive,35,Male,7295,10,No,2,3,No,0.08064876,8.1,🟢 Low,$6K-$10K
41,Research & Development,Laboratory Technician,30,Male,2206,10,No,3,3,No,0.08064665,8.1,🟢 Low,< $3K
412,Research & Development,Healthcare Representative,28,Male,5661,8,No,1,3,No,0.08040477,8.0,🟢 Low,$3K-$6K
68,Sales,Sales Executive,44,Female,5454,4,Yes,1,2,No,0.08031671,8.0,🟢 Low,$3K-$6K
616,Research & Development,Healthcare Representative,41,Female,6811,8,Yes,3,3,No,0.07895116,7.9,🟢 Low,$6K-$10K
1329,Sales,Sales Executive,41,Male,6151,19,No,2,3,No,0.07870615,7.9,🟢 Low,$6K-$10K
1731,Sales,Sales Executive,47,Male,4978,1,No,2,1,No,0.07863046,7.9,🟢 Low,$3K-$6K
1283,Research & Development,Manufacturing Director,59,Male,10512,9,No,4,2,No,0.07856419,7.9,🟢 Low,> $10K
1358,Research & Development,Laboratory Technician,25,Male,3669,3,No,4,2,No,0.07805636,7.8,🟢 Low,$3K-$6K
657,Research & Development,Research Scientist,20,Female,2836,1,No,2,4,No,0.07800142,7.8,🟢 Low,< $3K
1435,Research & Development,Laboratory Technician,36,Male,5810,10,No,4,2,No,0.07783497,7.8,🟢 Low,$3K-$6K
568,Sales,Manager,57,Male,14118,1,No,4,2,No,0.077191405,7.7,🟢 Low,> $10K
516,Sales,Sales Executive,40,Female,5715,5,No,2,3,No,0.07705065,7.7,🟢 Low,$3K-$6K
1985,Research & Development,Laboratory Technician,40,Female,6323,10,No,3,4,No,0.07680682,7.7,🟢 Low,$6K-$10K
1083,Research & Development,Laboratory Technician,26,Male,3955,5,No,1,3,No,0.07623164,7.6,🟢 Low,$3K-$6K
895,Research & Development,Research Scientist,31,Male,2356,6,Yes,4,3,No,0.07609752,7.6,🟢 Low,< $3K
998,Research & Development,Healthcare Representative,33,Female,5488,6,Yes,2,3,No,0.07601601,7.6,🟢 Low,$3K-$6K
1706,Sales,Sales Executive,43,Male,7847,10,Yes,4,3,No,0.07574831,7.6,🟢 Low,$6K-$10K
453,Sales,Sales Executive,40,Male,7457,4,Yes,4,2,No,0.07567622,7.6,🟢 Low,$6K-$10K
1749,Sales,Sales Executive,31,Male,8346,5,No,3,3,No,0.07530055,7.5,🟢 Low,$6K-$10K
1729,Research & Development,Research Scientist,30,Male,2862,10,No,4,2,No,0.07526331,7.5,🟢 Low,< $3K
1373,Research & Development,Manufacturing Director,56,Male,13402,19,Yes,2,3,No,0.075251326,7.5,🟢 Low,> $10K
2057,Research & Development,Manufacturing Director,31,Male,9936,9,No,1,3,No,0.075038426,7.5,🟢 Low,$6K-$10K
591,Research & Development,Laboratory Technician,42,Male,2093,2,No,3,3,No,0.074998155,7.5,🟢 Low,< $3K
428,Research & Development,Manager,33,Female,11878,10,No,2,3,No,0.07495131,7.5,🟢 Low,> $10K
1126,Research & Development,Manufacturing Director,43,Female,10820,8,No,1,3,No,0.074927114,7.5,🟢 Low,> $10K
771,Research & Development,Healthcare Representative,35,Female,5093,1,No,1,4,No,0.074708894,7.5,🟢 Low,$3K-$6K
388,Sales,Sales Executive,29,Male,4554,10,No,4,2,No,0.0739493,7.4,🟢 Low,$3K-$6K
2,Research & Development,Research Scientist,49,Male,5130,10,No,2,3,No,0.073862635,7.4,🟢 Low,$3K-$6K
1311,Research & Development,Laboratory Technician,30,Female,4627,9,No,4,3,No,0.073653735,7.4,🟢 Low,$3K-$6K
1216,Research & Development,Laboratory Technician,28,Male,3196,6,No,1,3,No,0.07339967,7.3,🟢 Low,$3K-$6K
2013,Sales,Sales Representative,32,Male,2269,2,No,2,3,No,0.07294224,7.3,🟢 Low,< $3K
1612,Sales,Sales Executive,45,Male,4385,10,No,1,3,No,0.07287999,7.3,🟢 Low,$3K-$6K
983,Sales,Sales Executive,38,Female,5666,5,Yes,4,3,No,0.07277559,7.3,🟢 Low,$3K-$6K
1886,Research & Development,Manufacturing Director,35,Female,4788,3,Yes,2,3,No,0.07274887,7.3,🟢 Low,$3K-$6K
705,Research & Development,Research Scientist,23,Male,2819,3,No,1,4,No,0.072587244,7.3,🟢 Low,< $3K
451,Research & Development,Healthcare Representative,43,Female,9985,1,No,1,2,No,0.07251048,7.3,🟢 Low,$6K-$10K
1909,Sales,Sales Executive,41,Female,4393,5,No,2,3,No,0.07235513,7.2,🟢 Low,$3K-$6K
1751,Research & Development,Research Scientist,27,Female,3445,6,No,4,2,No,0.07167911,7.2,🟢 Low,$3K-$6K
698,Human Resources,Human Resources,54,Male,10725,9,No,2,4,No,0.07166748,7.2,🟢 Low,> $10K
15,Research & Development,Laboratory Technician,29,Female,4193,9,Yes,3,3,No,0.07159941,7.2,🟢 Low,$3K-$6K
1597,Research & Development,Healthcare Representative,34,Male,5063,8,No,3,2,No,0.0712437,7.1,🟢 Low,$3K-$6K
1673,Sales,Sales Executive,31,Female,5476,10,No,4,3,No,0.071189076,7.1,🟢 Low,$3K-$6K
1282,Sales,Manager,51,Male,19847,29,Yes,2,2,No,0.07118882,7.1,🟢 Low,> $10K
1763,Research & Development,Healthcare Representative,30,Male,5294,7,No,3,3,No,0.07078088,7.1,🟢 Low,$3K-$6K
496,Research & Development,Healthcare Representative,35,Male,6540,1,No,2,3,No,0.070680775,7.1,🟢 Low,$6K-$10K
474,Research & Development,Research Scientist,37,Male,5974,7,Yes,1,3,No,0.070207514,7.0,🟢 Low,$3K-$6K
1599,Research & Development,Laboratory Technician,43,Male,4876,6,No,2,3,No,0.070133746,7.0,🟢 Low,$3K-$6K
224,Research & Development,Research Scientist,27,Male,2566,1,Yes,3,2,No,0.069897,7.0,🟢 Low,< $3K
1754,Sales,Sales Executive,30,Male,7140,7,No,1,3,No,0.06985417,7.0,🟢 Low,$6K-$10K
1172,Research & Development,Laboratory Technician,35,Male,2258,8,No,3,3,No,0.06929295,6.9,🟢 Low,< $3K
1784,Sales,Sales Executive,31,Female,5468,12,No,4,3,No,0.06923608,6.9,🟢 Low,$3K-$6K
12,Research & Development,Manufacturing Director,38,Male,9526,9,No,3,3,No,0.069087856,6.9,🟢 Low,$6K-$10K
24,Research & Development,Research Scientist,38,Male,3944,3,Yes,4,3,No,0.068876624,6.9,🟢 Low,$3K-$6K
1969,Research & Development,Research Scientist,54,Female,2897,4,No,3,2,No,0.068388194,6.8,🟢 Low,< $3K
850,Research & Development,Research Scientist,27,Male,1706,0,No,4,2,No,0.0679184,6.8,🟢 Low,< $3K
1465,Research & Development,Manufacturing Director,45,Male,9380,3,Yes,4,4,No,0.067581266,6.8,🟢 Low,$6K-$10K
1394,Research & Development,Research Scientist,37,Male,2996,6,Yes,3,3,No,0.06745162,6.7,🟢 Low,< $3K
21,Research & Development,Research Scientist,32,Male,3298,6,Yes,2,2,No,0.067221425,6.7,🟢 Low,$3K-$6K
